Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
U3NEIGKY,journalArticle,2021,"Dill-McFarland, Kimberly A; König, Stephan G; Mazel, Florent; Oliver, David C; McEwen, Lisa M; Hong, Kris Y; Hallam, Steven J","An integrated, modular approach to data science education in microbiology",PLOS Computational Biology,nan,1553-7358,101371journalpcbi1008661,httpsjournalsplosorgploscompbiolarticleid101371journalpcbi1008661,"We live in an increasingly data-driven world, where high-throughput sequencing and mass spectrometry platforms are transforming biology into an information science This has shifted major challenges in biological research from data generation and processing to interpretation and knowledge translation However, postsecondary training in bioinformatics, or more generally data science for life scientists, lags behind current demand In particular, development of accessible, undergraduate data science curricula has the potential to improve research and learning outcomes as well as better prepare students in the life sciences to thrive in public and private sector careers Here, we describe the Experiential Data science for Undergraduate Cross-Disciplinary Education EDUCE initiative, which aims to progressively build data science competency across several years of integrated practice Through EDUCE, students complete data science modules integrated into required and elective courses augmented with coordinated cocurricular activities The EDUCE initiative draws on a community of practice consisting of teaching assistants TAs, postdocs, instructors, and research faculty from multiple disciplines to overcome several reported barriers to data science for life scientists, including instructor capacity, student prior knowledge, and relevance to discipline-specific problems Preliminary survey results indicate that even a single module improves student self-reported interest andor experience in bioinformatics and computer science Thus, EDUCE provides a flexible and extensible active learning framework for integration of data science curriculum into undergraduate courses and programs across the life sciences",2021-02-25,2024-01-25 221439,2024-02-23 222424,2023-12-21 195307,e1008661,nan,2,170,nan,PLOS Computational Biology,nan,nan,nan,nan,nan,nan,nan,en,nan,nan,nan,nan,PLoS Journals,nan,Publisher Public Library of Science,nan,"UsersivancheungZoterostorageDWCHLZAUDill-McFarland et al - 2021 - An integrated, modular approach to data science edpdf; ",httpswwwncbinlmnihgovpmcarticlesPMC7906378,Computer Science; Undergraduate Students; Data Visualization; Workshops; Science Centre for Learning and Teaching Skylight; Microbiology and Immunology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3NPTMM6K,conferencePaper,2023,"Mochetti, Karina; Ururay Fragoso Araujo, Thiago; Domingos Correia Santos, Carlos Henrique",Active Learning Methods applied to an Environmental Awareness Course for CS majors,Proceedings of the 11th Computer Science Education Research Conference,978-1-4503-9747-6,nan,10114535691733569177,httpsdoiorg10114535691733569177,"The world has undergone major social changes in the last decades, leading us to a digital society Although we have deeply changed the way we think, one subject has not changed in some countries such as Brazil education Brazilian students still sit in the classroom for hours while watching a professor speak Even in undergraduate technology majors, such as Computer Science, the traditional learning methods remain and few innovations can be seen This work shows a new curriculum for a discipline about environmental responsibility for undergraduate students in technology at a Brazilian university The goal is to change the learning method using active learning, in which students are the protagonists of their own learning, while the professor acts only as a guide Each class is 4 hours long and will be based on a different learning approach, therefore it must be self contained and well organized with a clear goal, so the professor can properly guide students to obtain the desired knowledge This is a first step to change the way we see education to technological majors at our university, trying to bring innovation and new learning methods to a traditional environment",2023-05-31,2024-01-25 221439,2024-02-23 222412,2023-12-06,3138,nan,nan,nan,nan,nan,nan,CSERC '22,nan,nan,nan,Association for Computing Machinery,"New York, NY, USA",nan,nan,nan,nan,nan,ACM Digital Library,nan,nan,nan,nan,nan,Computer Science; Undergraduate Students; Active Learning; Curriculum Review; Sustainability,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28YXJ6LI,conferencePaper,2020,"Lallé, Sébastien; Conati, Cristina",A Data-Driven Student Model to Provide Adaptive Support During Video Watching Across MOOCs,Artificial Intelligence in Education,978-3-030-52237-7,nan,101007978-3-030-52237-7_23,nan,"MOOCs have great potential to innovate education, but lack of personalization In this paper, we show how FUMA, a data-driven framework for student modeling and adaptation, can help understand how to provide personalized support to MOOCs students, specifically targeting video watching behaviors We apply FUMA across several MOOCs to show how to i discover video watching behaviors that can be detrimental for or conductive to learning; ii use these behaviors to detect ineffective learners at different weeks of MOOCs usage We discuss how these behaviors can be used to define personalized support to effective MOOC video usage regardless of the target course",2020,2024-01-25 221439,2024-02-23 222405,nan,282-295,nan,nan,nan,nan,nan,nan,Lecture Notes in Computer Science,nan,nan,nan,Springer International Publishing,Cham,en,nan,nan,nan,nan,Springer Link,nan,nan,nan,UsersivancheungZoterostorageVJ2J23U9Lallé and Conati - 2020 - A Data-Driven Student Model to Provide Adaptive Supdf,nan,Computer Science; MOOCs; Student Modeling; Personalized Learning; Teaching Resources Video,nan,"Bittencourt, Ig Ibert; Cukurova, Mutlu; Muldner, Kasia; Luckin, Rose; Millán, Eva",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TU8CDYZ7,journalArticle,2021,"Toti, Giulia; Alipour, Mohammad Amin",Computer Science Students Perceptions of Emergency Remote Teaching An Experience Report,SN Computer Science,nan,2661-8907,101007s42979-021-00733-2,httpsdoiorg101007s42979-021-00733-2,"In the first 6 months of 2020, the COVID-19 pandemic forced numerous universities across the globe to quickly transfer all their courses online, a response known as Emergency Remote Teaching Courses initially designed for face to face delivery had to be quickly adapted to a new online format In this paper, we study the perception of the transition to remote teaching in a group of computer science students Despite the advantage given by an average higher computer literacy, the results of this study suggest that students found the transition challenging, especially regarding tasks such as asking questions during video lectures and interacting with instructors The transition seems to have had a greater impact on students of lower level courses Differences were found also across race and residence status but not gender The initial format of the course was also relevant students fared better if their course relied on online tools before the transition",2021-07-13,2024-01-25 221439,2024-02-23 222318,2023-12-07 212212,378,nan,5,20,nan,SN COMPUT SCI,Computer Science Students Perceptions of Emergency Remote Teaching,nan,nan,nan,nan,nan,nan,en,nan,nan,nan,nan,Springer Link,nan,nan,nan,UsersivancheungZoterostorageZYHSZWZEToti and Alipour - 2021 - Computer Science Students Perceptions of Emergencpdf,nan,Computer Science; COVID-19; Student Satisfaction; Online Teaching,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SX4LMWV8,bookSection,2023,"Milner-Bolotin, Marina; Milner, Valery",Breaking the Vicious Circle of Secondary Science Education with Twenty-First-Century Technology Smartphone Physics Labs,Challenges in Science Education Global Perspectives for the Future,978-3-031-18092-7,nan,nan,httpsdoiorg101007978-3-031-18092-7_9,"Science education in general and physics education specifically have been at the forefront of educational research for at least six decades Since the early 1960s, there has been a consensus that student science disengagement has long-range, negative ramifications for nations A number of concerted and well-funded efforts have emerged across the Western world to address this problem Yet, the vicious circle of student disengagement from science has remained One of the reasons for this is that, by and large, science teaching hasnt changed enough to meet student needs during this time While many novel and innovative science education technologies have emerged lately, few schools are able to take full advantage of them or to support teachers in their implementation Paradoxically, as students become more engaged with their new digital tools, they become more disengaged from their science learning In this chapter, we challenge the notion that novel technologies that twenty-first-century students have in their pockets should detract them from learning science Thus, we discuss how smartphonesa tool many secondary students use daily for their social interactionscan help break the vicious circle of secondary science disengagement We first propose a pedagogical approach for using smartphones in a science classroom to conduct hands-on inquiry that focuses on experimental design, data collection, and analysis Second, we describe our experience of using this approach in a secondary physics classroom, as well as during the province-wide annual Physics Olympics event that takes place at the University of British Columbia, Vancouver, Canada Third, we discuss how science educators can support new and practicing teachers in implementing this novel technology in their classrooms through mentorship and communities of practice",2023,2024-01-25 221439,2024-02-23 221405,2024-01-23 233907,177-199,nan,nan,nan,nan,nan,Breaking the Vicious Circle of Secondary Science Education with Twenty-First-Century Technology,nan,nan,nan,nan,Springer International Publishing,Cham,en,nan,nan,nan,nan,Springer Link,nan,DOI 101007978-3-031-18092-7_9,nan,UsersivancheungZoterostorageK7QUUQ8HMilner-Bolotin and Milner - 2023 - Breaking the Vicious Circle of Secondary Science Epdf,nan,Engagement; Inquiry-Based Instruction; Mentorship; Professional Development; Lab Design; Physics and Astronomy; Learning Technology,nan,"Thomas, Gregory P; Boon, Helen J",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2YTRENUC,journalArticle,2006,"Milner-Bolotin, M",Course profile Showcasing the variety of ways that members of the UBC teaching community are helping to enhance student learning Tips for Using Peer Response System clickers in Large Introductory Science Classes,Tapestry,nan,nan,nan,"httpsskylightscienceubccaresourcespublicationstext2C203E2809314-,Milner2DBolotin2C20M,-200620Course20profile",nan,2006,2024-01-25 221414,2024-04-24 201457,nan,7-8,nan,nan,00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Clickers; Introductory Courses; Large Class,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2FMH3AP5,webpage,2021,"Clarkston, Bridgette",Resources Got Algae A Sorting Game for Introducing the Weird and Wonderful Diversity of Algae,nan,nan,nan,nan,httpsqubeshuborgcommunitygroupscoursesourcepublicationsid2729tab_activeaboutv1,"Algae are a fascinating and diverse organismal group, with global ecological importance, a storied evolutionary history and deep connections to both contemporary and historical human societies Yet non-experts who teach algal diversity face a lack of examples in many general biology textbooks and the difficulty of generalizing a group that includes many distantly-related lineages that don't share a single common ancestor This lesson embraces the complexity of algae using a sorting game and tree-building activity Students work in groups to decide which organisms from a provided set are eukaryotic algae The class creates consensus statements about what exactly defines organisms as algae and self-discover that exceptions exist for every seemingly definitive algal trait Students then build simple phylogenetic trees and map their organisms across the phylogenetic Tree of Eukaryotes in order to explore the complex evolutionary relationships between the major eukaryotic algal lineages Student written responses recorded before and after the sorting game indicate students become more nuanced and expert-like in their descriptions of algae This lesson is an engaging way to introduce students to algae and can be modified for a variety of courses including high school, non-majors biology courses and introductory biology courses",2021-08-30,2024-01-25 221439,2024-02-23 000329,2023-12-05 004202,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Engagement; Introductory Courses; Biology; Learning Technology; Teaching Resources Digital Other; Group Learning,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49ZMXQPU,journalArticle,2017,"Eby, Kimberly K; Lukes, Laura A",Transforming Learning Spaces through Iterative Design to Support Inquiry-Driven Learning - ProQuest,Scholarship and Practice of Undergraduate Research,nan,nan,nan,httpswwwproquestcomopenview3e0efde62e0d4336f29908d42b361be31pq-origsitegscholarcbl3882659,"Through active learning classrooms ALCs, faculty can rethink and redesign their courses to include more inquiry-driven activities and experiences for students This case study describes one large public institution's evidence-based and iterative design process for new and redesigned learning spaces Critical elements include a cross-campus interdisciplinary team charged with planning for learning spaces of the future, the use of data to conceptualize spaces that better support teaching and learning, and the assessment of faculty-student experiences in these new learning spaces Discussed are professional development programming and support structures for faculty that foster inquiry-driven approaches in the classroom such as faculty learning communities, workshops, and practice sessions; online and crowdsourced resources; sustained course scheduling; and institutional and departmental recognition Also provided are recommendations for those considering campus learning-space initiatives",2017,2024-01-25 221439,2024-04-25 173941,2023-12-06 002930,24-31,nan,2,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,en,nan,nan,nan,nan,nan,nan,nan,nan,UsersivancheungZoterostorage6LAJJVVK1html,nan,"Active Learning; Case Study; Course Development; Earth, Ocean and Atmospheric Sciences; Inquiry-Based Instruction; Learning Environment; Pre-UBC Tenure; Professional Development",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78R3MRDM,journalArticle,2019,"Aspuru-Guzik, Alan; Baik, Mu-Hyun; Balasubramanian, Shankar; Banerjee, Rahul; Bart, Suzanne; Borduas-Dedekind, Nadine; Chang, Sukbok; Chen, Peng; Corminboeuf, Clemence; Coudert, Francois-Xavier; Cronin, Leroy; Crudden, Cathleen; Cuk, Tanja; Doyle, Abigail G; Fan, Chunhai; Feng, Xinliang; Freedman, Danna; Furukawa, Shuhei; Ghosh, Suhrit; Glorius, Frank; Jeffries-EL, Malika; Katsonis, Nathalie; Li, Ang; Linse, Sara Snogerup; Marchesan, Silvia; Maulide, Nuno; Milo, Anat; Narayan, Alison R H; Naumov, Pance; Nevado, Cristina; Nyokong, Tebello; Palacin, Rosa; Reid, Marc; Robinson, Carol; Robinson, Gregory; Sarpong, Richmond; Schindler, Corinna; Schlau-Cohen, Gabriela S; Schmidt, Timothy W; Sessoli, Roberta; Shao-Horn, Yang; Sleiman, Hanadi; Sutherland, John; Taylor, Annette; Tezcan, Akif; Tortosa, Mariola; Walsh, Aron; Watson, Allan J B; Weckhuysen, Bert M; Weiss, Emily; Wilson, Daniela; Yam, Vivian W-W; Yang, Xueming; Ying, Jackie Y; Yoon, Tehshik; You, Shu-Li; Zarbin, Aldo J G; Zhang, Hua",Charting a course for chemistry,NATURE CHEMISTRY,nan,"1755-4330, 1755-4349",101038s41557-019-0236-7,httpswwwwebofsciencecomapigatewayGWVersion2SrcAuthDOISourceSrcAppWOSKeyAID1010382Fs41557-019-0236-7DestAppDOISrcAppSIDUSW2EC0AEDlW5yXF4hlTcMf0kgya1SrcJTitleNATURECHEMISTRYDestDOIRegistrantNameSpringerScienceandBusinessMediaLLC,"To mark the occasion of Nature Chemistry turning 10 years old, we asked scientists working in different areas of chemistry to tell us what they thought the most exciting, interesting or challenging aspects related to the development of their main field of research will be - here is what they said",2019-04,2024-01-25 221439,2024-02-22 233923,2024-01-11 231008,286-294,nan,4,110,nan,Nat Chem,nan,nan,nan,nan,nan,nan,nan,English,nan,nan,nan,nan,Clarivate Analytics Web of Science,nan,Num Pages 9 Place London Publisher Nature Publishing Group Web of Science ID WOS000462046600003,nan,UsersivancheungZoterostorageSFIK4JNHAspuru-Guzik et al - 2019 - Charting a course for chemistrypdf,nan,Chemistry; Pre-UBC Tenure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
I7SLBC2N,conferencePaper,2016,"Yoon, Dongwook; Chen, Nicholas; Randles, Bernie; Cheatle, Amy; Löckenhoff, Corinna E; Jackson, Steven J; Sellen, Abigail; Guimbretière, François",RichReview Deployment of a Collaborative Multi-modal Annotation System for Instructor Feedback and Peer Discussion,Proceedings of the 19th ACM Conference on Computer-Supported Cooperative Work  Social Computing,978-1-4503-3592-8,nan,10114528180482819951,httpsdoiorg10114528180482819951,"New multi-modal annotation tools hold the promise of bringing the benefits of face-to-face contact to remote, asynchronous interactions One such system, RichReview, incorporates new techniques to improve access to the embedded multimedia commentary and allows users to annotate with new modalities, like deictic gestures We conducted a series of field deployments of RichReview to characterize how these features benefit students using them for activities in the university classroom Our first deployment investigated the use of multi-modal annotations as a way for instructors to provide feedback on student term papers Our second deployment used annotations to support peer discussion about assigned readings in a graduate-level course We found that presenting voice comments as interactive waveforms seems to facilitate students' consumption of the instructor's voice comments We also found that gestural annotations clarify voice and give annotators a quick and lightweight way to alter the scope of their voice comments Based on these results, we suggest ways to best leverage multi-modal annotation tools in education environments",2016-02-27,2024-01-25 221439,2024-02-22 233409,2023-12-08,195205,nan,nan,nan,nan,nan,RichReview,CSCW '16,nan,nan,nan,Association for Computing Machinery,"New York, NY, USA",nan,nan,nan,nan,nan,ACM Digital Library,nan,nan,nan,nan,nan,Computer Science; Assessment Tools; Instructor Feedback; Online Learning; Annotation and Highlighting; Pre-UBC Tenure; Face-To-Face,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PPMWB7W7,conferencePaper,2010,"Lee, JoongHo; Moon, Won; Yeom, Kiwon; Yoon, DongWook; Kim, Dong-young; Han, JungHyun; Park, Ji-Hyung",Wave Touch Educational Game on Interactive Tabletop with Water Simulation,ENTERTAINMENT COMPUTING - ICEC 2010,978-3-642-15398-3,nan,nan,httpswwwwebofsciencecomwoswosccfull-recordWOS000286344800065,"In this paper, we present an underwater exploration game called Wave Touch, designed specifically for a category of devices known as, interactive tabletops The game provides users with a fun way to learn about important historical artifacts An emphasis is placed on making Wave Touch entertaining to the user, a goal which is satisfied through the use of interactive tabletops and realistic water simulation We also present the techniques we used to enable real-time water simulation effects in the game",2010,2024-01-25 221439,2024-02-22 233405,2024-01-12 204338,479-,nan,nan,62430,nan,nan,Wave Touch,nan,nan,nan,nan,Springer-Verlag Berlin,Berlin,English,nan,nan,nan,nan,Clarivate Analytics Web of Science,nan,"ISSN 0302-9743, 1611-3349 Num Pages 2 Series Title Lecture Notes in Computer Science Web of Science ID WOS000286344800065",nan,nan,nan,Computer Science; Active Learning; Teaching Resources Digital Other; Pre-UBC Tenure,nan,"Yang, H S; Malaka, R; Hoshino, J; Han, J H",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9th International Conference on Entertainment Computing,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CQSFMQQS,conferencePaper,2022,"Biermann, Oloff C; Ajisafe, Daniel; Yoon, Dongwook",Interaction Design for VR Applications Understanding Needs for University Curricula  Extended Abstracts of the 2022 CHI Conference on Human Factors in Computing Systems,nan,nan,nan,nan,httpsdlacmorgdoiabs10114534911013519859,"As virtual reality VR is emerging in the tech sector, developers and designers are under pressure to create immersive experiences for their products However, the current curricula from top institutions focus primarily on technical considerations for building VR applications, missing out on concerns and usability problems specific to VR interaction design To better understand current needs, we examined the status quo of existing university pedagogies by carrying out a content analysis of undergraduate and graduate courses about VR and related areas offered in the major citadels of learning and conducting interviews with 7 industry experts Our analysis reveals that the current teaching practices underemphasize design thinking, prototyping, and evaluation skills, while focusing on technical implementation We recommend VR curricula should emphasize design principles and guidelines, offer training in prototyping and ideation, prioritize practical design exercises while providing industry insights, and encourage students to solve VR design problems beyond the classroom",2022-04,2024-01-25 221439,2024-04-24 235725,2023-12-08 235550,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,UsersivancheungZoterostorage2FN43XJ23491101html,nan,Computer Science; Learning Technology; Teaching Resources Digital Other; Undergraduate Students,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CHI Conference on Human Factors in Computing Systems,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PT5UPDMV,conferencePaper,2022,"Tanprasert, Thitaree; Fels, Sidney; Sinnamon, Luanne; Yoon, Dongwook",Authoring Virtual Peer Interactions for Lecture Videos  Extended Abstracts of the 2022 CHI Conference on Human Factors in Computing Systems,nan,nan,nan,nan,httpsdlacmorgdoiabs10114534911013519835,"Lecture videos have become a prevalent learning resource, due to the rising popularity of educational video platforms and the necessity for remote learning during the COVID-19 pandemic However, lecture videos limit feasible pedagogical approaches, since there are no interactions that students would engage with and learn from in synchronous classes In this study, we proposed virtual peers - virtual TAs and students that interact with each other as though they are watching the video for the first time together - to help real students learn from observing their interactions We conducted two rounds of interviews and participatory designs with instructors and TAs to design an authoring tool that would help them create engaging virtual characters and author five types of pedagogically valuable interactions The design received favorable preliminary feedback from instructors They expect the tool to add valuable components that are missing from lecture videos with minimal additional effort on their parts",2022-04,2024-01-25 221439,2024-04-24 172534,2023-12-08 235553,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Computer Science; COVID-19; Instructor Feedback; Lecture Recording; Peer Teaching; Student Satisfaction; Teaching Assistants,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
N5UZFM9E,journalArticle,2016,"Stiller-Reeve, Mathew A; Heuze, Celine; Ball, William T; White, Rachel H; Messori, Gabriele; van der Wiel, Karin; Medhaug, Iselin; Eckes, Annemarie H; O'Callaghan, Amee; Newland, Mike J; Williams, Sian R; Kasoar, Matthew; Wittmeier, Hella Elisa; Kumer, Valerie",Improving together better science writing through peer learning,HYDROLOGY AND EARTH SYSTEM SCIENCES,nan,"1027-5606, 1607-7938",105194hess-20-2965-2016,httpswwwwebofsciencecomapigatewayGWVersion2SrcAuthDynamicDOIArticleSrcAppWOSKeyAID1051942Fhess-20-2965-2016DestAppDOISrcAppSIDUSW2EC0C65gzSvly4r1kaxHTCPzmTSrcJTitleHYDROLOGYANDEARTHSYSTEMSCIENCESDestDOIRegistrantNameCopernicusGmbH,"Science, in our case the climate and geosciences, is increasingly interdisciplinary Scientists must therefore communicate across disciplinary boundaries For this communication to be successful, scientists must write clearly and concisely, yet the historically poor standard of scientific writing does not seem to be improving Scientific writing must improve, and the key to long-term improvement lies with the early-career scientist ECS Many interventions exist for an ECS to improve their writing, like style guides and courses However, momentum is often difficult to maintain after these interventions are completed Continuity is key to improving writing This paper introduces the ClimateSnack project, which aims to motivate ECSs to develop and continue to improve their writing and communication skills The project adopts a peer-learning framework where ECSs voluntarily form writing groups at different institutes around the world The group members learn, discuss, and improve their writing skills together Several ClimateSnack writing groups have formed This paper examines why some of the groups have flourished and others have dissolved We identify the challenges involved in making a writing group successful and effective, notably the leadership of self-organized groups, and both individual and institutional time management Within some of the groups, peer learning clearly offers a powerful tool to improve writing as well as bringing other benefits, including improved general communication skills and increased confidence",2016,2024-01-25 221439,2024-02-22 233252,2024-01-12 202852,2965-2973,nan,7,200,nan,Hydrol Earth Syst Sci,Improving together,nan,nan,nan,nan,nan,nan,English,nan,nan,nan,nan,Clarivate Analytics Web of Science,nan,Num Pages 9 Place Gottingen Publisher Copernicus Gesellschaft Mbh Web of Science ID WOS000381101700010,nan,UsersivancheungZoterostorage9X548XZ5Stiller-Reeve et al - 2016 - Improving together better science writing throughpdf,nan,"Earth, Ocean and Atmospheric Sciences; Peer Learning; Interdisciplinary; Pre-UBC Tenure",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
JI2GAJ44,journalArticle,2018,"Gin, Logan E; Rowland, Ashley A; Steinwand, Blaire; Bruno, John; Corwin, Lisa A",Students Who Fail to Achieve Predefined Research Goals May Still Experience Many Positive Outcomes as a Result of CURE Participation,CBE Life Sciences Education,nan,nan,101187cbe18-03-0036,httpswwwlifesciedorgdoifull101187cbe18-03-0036,"Course-based undergraduate research experiences CUREs provide students opportunities to engage in research in a course Aspects of CURE design, such as providing students opportunities to make discoveries, collaborate, engage in relevant work, and iterate to solve problems are thought to contribute to outcome achievement in CUREs Yet how each of these elements contributes to specific outcomes is largely unexplored This lack of understanding is problematic, because we may unintentionally underemphasize important aspects of CURE design that allow for achievement of highly valued outcomes when designing or teaching our courses In this work, we take a qualitative approach and leverage unique circumstances in two offerings of a CURE to investigate how these design elements influence outcome achievement One offering experienced many research challenges that increased engagement in iteration This level of research challenge ultimately prevented achievement of predefined research goals In the other offering, students experienced fewer research challenges and ultimately achieved predefined research goals Our results suggest that, when students encounter research challenges and engage in iteration, they have the potential to increase their ability to navigate scientific obstacles In addition, our results suggest roles for collaboration and autonomy, or directing ones own work, in outcome achievement",2018-12,2024-01-25 221439,2024-03-09 002033,2023-12-07 200635,ar57,nan,4,170,nan,LSE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lifesciedorg Atypon,nan,Publisher American Society for Cell Biology lse,nan,UsersivancheungZoterostorageKEMYYJAHGin et al - 2018 - Students Who Fail to Achieve Predefined Research Gpdf,nan,Undergraduate Research; Biology; Assessment; Research Experience; Group Work; Pre-UBC Tenure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
